id,company_name,industry,sub_industry,city,state,website,phone,contact_email,employee_count,estimated_revenue,founded_year,linkedin_url,growth_signals,source,description
264,Westbrook Distribution,Logistics & Distribution,Freight Brokerage,Boise,ID,https://www.westbrookdistribution.com,(458) 959-4308,info@westbrookdistribution.com,36,8000000,1998,,recent leadership change;press mention,Industry Directory,"Westbrook Distribution is a freight brokerage business based in Boise, ID, operating in the logistics & distribution space since 1998."
265,Coastal Manufacturing,Manufacturing,Packaging,Denver,CO,https://www.coastalmanufacturing.com,(459) 186-5902,info@coastalmanufacturing.com,61,12870000,2002,https://www.linkedin.com/company/coastalmanufacturing,expanded service area,LinkedIn Company Search,"Coastal Manufacturing is a packaging business based in Denver, CO, operating in the manufacturing space since 2002."
266,Cedarbrook Distribution,Logistics & Distribution,Freight Brokerage,Tampa,FL,https://www.cedarbrookdistribution.com,(849) 488-9614,info@cedarbrookdistribution.com,100,26100000,2010,https://www.linkedin.com/company/cedarbrookdistribution,press mention,Google Maps,"Cedarbrook Distribution is a freight brokerage business based in Tampa, FL, operating in the logistics & distribution space since 2010."
267,Highland Beverage Co,Food & Beverage,Craft Beverage,Kansas City,MO,https://www.highlandbeverageco.com,(301) 775-8490,info@highlandbeverageco.com,238,29490000,2008,https://www.linkedin.com/company/highlandbeverageco,website redesign;hiring,LinkedIn Company Search,"Highland Beverage Co is a craft beverage business based in Kansas City, MO, operating in the food & beverage space since 2008."
268,Cascade Works,Manufacturing,Metal Fabrication,Tucson,AZ,https://www.cascadeworks.com,(108) 704-8218,info@cascadeworks.com,30,5680000,1998,https://www.linkedin.com/company/cascadeworks,hiring,LinkedIn Company Search,"Cascade Works is a metal fabrication business based in Tucson, AZ, operating in the manufacturing space since 1998."
269,Riverside Auto Group,Automotive Services,Car Wash Chain,Salt Lake City,UT,https://www.riversideautogroup.com,(979) 509-6100,info@riversideautogroup.com,179,39540000,1989,,press mention;website redesign,State Business Registry,"Riverside Auto Group is a car wash chain business based in Salt Lake City, UT, operating in the automotive services space since 1989."
270,Westbrook Advisors,Professional Services,Staffing Agency,Charlotte,NC,https://www.westbrookadvisors.com,(288) 126-3068,info@westbrookadvisors.com,8,1230000,1980,,,State Business Registry,"Westbrook Advisors is a staffing agency business based in Charlotte, NC, operating in the professional services space since 1980."
271,Westbrook Technologies,IT Services & MSP,Managed IT,Phoenix,AZ,https://www.westbrooktechnologies.com,(966) 396-7034,info@westbrooktechnologies.com,88,8530000,1977,https://www.linkedin.com/company/westbrooktechnologies,new location opened,LinkedIn Company Search,"Westbrook Technologies is a managed it business based in Phoenix, AZ, operating in the it services & msp space since 1977."
272,Granite Manufacturing,Manufacturing,Metal Fabrication,Kansas City,MO,,(538) 436-3179,,212,46760000,1980,,,Industry Directory,"Granite Manufacturing is a metal fabrication business based in Kansas City, MO, operating in the manufacturing space since 1980."
273,Ironwood Health Partners,Healthcare Services,Home Health Care,Phoenix,AZ,https://www.ironwoodhealthpartners.com,(577) 657-1883,info@ironwoodhealthpartners.com,8,2140000,1987,https://www.linkedin.com/company/ironwoodhealthpartners,new location opened;recent leadership change,Google Maps,"Ironwood Health Partners is a home health care business based in Phoenix, AZ, operating in the healthcare services space since 1987."
274,Westbrook Provisions,Food & Beverage,Commercial Bakery,Austin,TX,https://www.westbrookprovisions.com,(256) 482-8378,info@westbrookprovisions.com,46,10740000,2005,https://www.linkedin.com/company/westbrookprovisions,press mention;hiring,State Business Registry,"Westbrook Provisions is a commercial bakery business based in Austin, TX, operating in the food & beverage space since 2005."
275,Lakeside Consulting Group,Professional Services,Accounting Firm,Cincinnati,OH,https://www.lakesideconsultinggroup.com,(167) 831-5408,info@lakesideconsultinggroup.com,218,53730000,1997,https://www.linkedin.com/company/lakesideconsultinggroup,expanded service area;recent leadership change,Google Maps,"Lakeside Consulting Group is a accounting firm business based in Cincinnati, OH, operating in the professional services space since 1997."
276,Sterling Partners,Professional Services,Accounting Firm,Charlotte,NC,,(422) 152-5770,,112,27630000,1999,,recent leadership change;hiring;website redesign,State Business Registry,"Sterling Partners is a accounting firm business based in Charlotte, NC, operating in the professional services space since 1999."
277,Bluepeak Fleet Co,Automotive Services,Auto Repair,Milwaukee,WI,https://www.bluepeakfleetco.com,(539) 650-2676,info@bluepeakfleetco.com,129,22430000,2021,https://www.linkedin.com/company/bluepeakfleetco,,Industry Directory,"Bluepeak Fleet Co is a auto repair business based in Milwaukee, WI, operating in the automotive services space since 2021."
278,Bluepeak & Associates,Professional Services,Marketing Agency,Indianapolis,IN,https://www.bluepeakassociates.com,(759) 873-3955,info@bluepeakassociates.com,244,40860000,2017,,hiring;expanded service area;recent leadership change,State Business Registry,"Bluepeak & Associates is a marketing agency business based in Indianapolis, IN, operating in the professional services space since 2017."
279,Cedarbrook Partners,Professional Services,Law Firm,Portland,OR,https://www.cedarbrookpartners.com,(212) 860-2925,info@cedarbrookpartners.com,147,23090000,2019,,,State Business Registry,"Cedarbrook Partners is a law firm business based in Portland, OR, operating in the professional services space since 2019."
280,Cedarbrook Health Partners,Healthcare Services,Urgent Care,Denver,CO,https://www.cedarbrookhealthpartners.com,(977) 902-2274,info@cedarbrookhealthpartners.com,101,22890000,1999,https://www.linkedin.com/company/cedarbrookhealthpartners,hiring,Industry Directory,"Cedarbrook Health Partners is a urgent care business based in Denver, CO, operating in the healthcare services space since 1999."
281,Bluepeak Supply Co,Logistics & Distribution,Warehousing,Portland,OR,https://www.bluepeaksupplyco.com,(953) 684-3781,info@bluepeaksupplyco.com,235,24250000,2010,,hiring,LinkedIn Company Search,"Bluepeak Supply Co is a warehousing business based in Portland, OR, operating in the logistics & distribution space since 2010."
282,Lakeside Fleet Co,Automotive Services,Auto Repair,Raleigh,NC,https://www.lakesidefleetco.com,(132) 132-4277,info@lakesidefleetco.com,96,25790000,2004,,recent leadership change,Google Maps,"Lakeside Fleet Co is a auto repair business based in Raleigh, NC, operating in the automotive services space since 2004."
283,Lakeside Learning Group,Education & Training,Tutoring Services,Tampa,FL,https://www.lakesidelearninggroup.com,(609) 647-6710,info@lakesidelearninggroup.com,169,40230000,1997,https://www.linkedin.com/company/lakesidelearninggroup,website redesign;hiring,Industry Directory,"Lakeside Learning Group is a tutoring services business based in Tampa, FL, operating in the education & training space since 1997."
284,Union & Associates,Professional Services,Staffing Agency,Sacramento,CA,https://www.unionassociates.com,(695) 571-6915,info@unionassociates.com,137,29240000,1978,,expanded service area,Google Maps,"Union & Associates is a staffing agency business based in Sacramento, CA, operating in the professional services space since 1978."
285,Sterling Construction Group,Construction,Specialty Trades,Kansas City,MO,https://www.sterlingconstructiongroup.com,(589) 888-6179,info@sterlingconstructiongroup.com,157,16890000,2020,https://www.linkedin.com/company/sterlingconstructiongroup,website redesign;hiring,Google Maps,"Sterling Construction Group is a specialty trades business based in Kansas City, MO, operating in the construction space since 2020."
286,Vanguard Air Solutions,HVAC & Home Services,Electrical,Sacramento,CA,https://www.vanguardairsolutions.com,(931) 824-1843,info@vanguardairsolutions.com,78,19150000,1986,,new location opened;hiring,Industry Directory,"Vanguard Air Solutions is a electrical business based in Sacramento, CA, operating in the hvac & home services space since 1986."
287,Riverside Home Services,HVAC & Home Services,Plumbing,Omaha,NE,https://www.riversidehomeservices.com,(676) 837-6929,info@riversidehomeservices.com,14,2670000,2019,https://www.linkedin.com/company/riversidehomeservices,recent leadership change,Google Maps,"Riverside Home Services is a plumbing business based in Omaha, NE, operating in the hvac & home services space since 2019."
288,Apex Clinic Group,Healthcare Services,Home Health Care,Austin,TX,https://www.apexclinicgroup.com,(327) 514-7665,info@apexclinicgroup.com,205,25790000,1991,https://www.linkedin.com/company/apexclinicgroup,website redesign,Google Maps,"Apex Clinic Group is a home health care business based in Austin, TX, operating in the healthcare services space since 1991."
289,Pioneer Technologies,IT Services & MSP,Cloud Consulting,Tucson,AZ,https://www.pioneertechnologies.com,(148) 877-9467,info@pioneertechnologies.com,107,22190000,2003,https://www.linkedin.com/company/pioneertechnologies,,Industry Directory,"Pioneer Technologies is a cloud consulting business based in Tucson, AZ, operating in the it services & msp space since 2003."
290,Meridian Consulting Group,Professional Services,Law Firm,Charlotte,NC,https://www.meridianconsultinggroup.com,(486) 427-6609,info@meridianconsultinggroup.com,97,15620000,1983,https://www.linkedin.com/company/meridianconsultinggroup,,Industry Directory,"Meridian Consulting Group is a law firm business based in Charlotte, NC, operating in the professional services space since 1983."
291,Westbrook Freight,Logistics & Distribution,Freight Brokerage,Austin,TX,https://www.westbrookfreight.com,,info@westbrookfreight.com,122,11230000,1991,,hiring;expanded service area,Google Maps,"Westbrook Freight is a freight brokerage business based in Austin, TX, operating in the logistics & distribution space since 1991."
292,Cascade & Associates,Professional Services,Accounting Firm,Kansas City,MO,https://www.cascadeassociates.com,(839) 275-5530,info@cascadeassociates.com,189,19830000,2001,https://www.linkedin.com/company/cascadeassociates,,State Business Registry,"Cascade & Associates is a accounting firm business based in Kansas City, MO, operating in the professional services space since 2001."
293,Vanguard Education Partners,Education & Training,Childcare,Denver,CO,https://www.vanguardeducationpartners.com,(832) 416-4309,info@vanguardeducationpartners.com,194,26210000,1976,https://www.linkedin.com/company/vanguardeducationpartners,recent leadership change;expanded service area,Industry Directory,"Vanguard Education Partners is a childcare business based in Denver, CO, operating in the education & training space since 1976."
294,Highland Freight,Logistics & Distribution,Freight Brokerage,Tampa,FL,https://www.highlandfreight.com,(438) 102-5790,info@highlandfreight.com,225,35300000,1997,https://www.linkedin.com/company/highlandfreight,hiring,LinkedIn Company Search,"Highland Freight is a freight brokerage business based in Tampa, FL, operating in the logistics & distribution space since 1997."
295,Anchor Kitchen Co,Food & Beverage,Food Distribution,Denver,CO,https://www.anchorkitchenco.com,(200) 952-6495,info@anchorkitchenco.com,79,17640000,2005,,recent leadership change;new location opened;hiring,Industry Directory,"Anchor Kitchen Co is a food distribution business based in Denver, CO, operating in the food & beverage space since 2005."
296,Lakeside Academy,Education & Training,Tutoring Services,Boise,ID,https://www.lakesideacademy.com,(692) 111-4939,info@lakesideacademy.com,9,1460000,2005,,press mention,Industry Directory,"Lakeside Academy is a tutoring services business based in Boise, ID, operating in the education & training space since 2005."
297,Apex Works,Manufacturing,Packaging,Richmond,VA,https://www.apexworks.com,(816) 290-6163,info@apexworks.com,20,3030000,2008,https://www.linkedin.com/company/apexworks,website redesign,LinkedIn Company Search,"Apex Works is a packaging business based in Richmond, VA, operating in the manufacturing space since 2008."
298,Sterling Home Services,HVAC & Home Services,Electrical,Phoenix,AZ,https://www.sterlinghomeservices.com,(146) 436-8583,info@sterlinghomeservices.com,15,3180000,2018,https://www.linkedin.com/company/sterlinghomeservices,hiring;expanded service area,LinkedIn Company Search,"Sterling Home Services is a electrical business based in Phoenix, AZ, operating in the hvac & home services space since 2018."
299,Crestline Wellness,Healthcare Services,Urgent Care,Richmond,VA,https://www.crestlinewellness.com,(446) 324-6747,info@crestlinewellness.com,25,6040000,2011,https://www.linkedin.com/company/crestlinewellness,recent leadership change;press mention,Google Maps,"Crestline Wellness is a urgent care business based in Richmond, VA, operating in the healthcare services space since 2011."
300,Anchor Contracting,Construction,Landscaping,Kansas City,MO,https://www.anchorcontracting.com,(299) 938-3664,info@anchorcontracting.com,56,9090000,1992,https://www.linkedin.com/company/anchorcontracting,hiring,Industry Directory,"Anchor Contracting is a landscaping business based in Kansas City, MO, operating in the construction space since 1992."
301,Redstone IT Group,IT Services & MSP,Managed IT,Raleigh,NC,https://www.redstoneitgroup.com,,info@redstoneitgroup.com,47,5190000,2016,https://www.linkedin.com/company/redstoneitgroup,website redesign,State Business Registry,"Redstone IT Group is a managed it business based in Raleigh, NC, operating in the it services & msp space since 2016."
302,Pioneer Works,Manufacturing,Industrial Equipment,Boise,ID,https://www.pioneerworks.com,(480) 219-2972,info@pioneerworks.com,47,7140000,1993,https://www.linkedin.com/company/pioneerworks,press mention,Industry Directory,"Pioneer Works is a industrial equipment business based in Boise, ID, operating in the manufacturing space since 1993."
303,Meridian Technologies,IT Services & MSP,Cybersecurity,Phoenix,AZ,https://www.meridiantechnologies.com,(266) 437-6591,info@meridiantechnologies.com,63,15510000,1987,https://www.linkedin.com/company/meridiantechnologies,hiring;expanded service area,LinkedIn Company Search,"Meridian Technologies is a cybersecurity business based in Phoenix, AZ, operating in the it services & msp space since 1987."
304,Apex Advisors,Professional Services,Marketing Agency,Tampa,FL,https://www.apexadvisors.com,(268) 369-5749,info@apexadvisors.com,194,47250000,1983,https://www.linkedin.com/company/apexadvisors,website redesign;expanded service area;new location opened,LinkedIn Company Search,"Apex Advisors is a marketing agency business based in Tampa, FL, operating in the professional services space since 1983."
305,Sterling Consulting Group,Professional Services,Marketing Agency,Boise,ID,https://www.sterlingconsultinggroup.com,(179) 856-8414,info@sterlingconsultinggroup.com,36,7790000,2012,https://www.linkedin.com/company/sterlingconsultinggroup,hiring;press mention,Industry Directory,"Sterling Consulting Group is a marketing agency business based in Boise, ID, operating in the professional services space since 2012."
306,Apex Freight,Logistics & Distribution,Warehousing,Austin,TX,https://www.apexfreight.com,(855) 380-8607,info@apexfreight.com,17,2400000,1998,https://www.linkedin.com/company/apexfreight,new location opened;press mention,State Business Registry,"Apex Freight is a warehousing business based in Austin, TX, operating in the logistics & distribution space since 1998."
307,Cascade Fabrication,Manufacturing,Packaging,Boise,ID,https://www.cascadefabrication.com,(780) 219-4626,info@cascadefabrication.com,150,18620000,1991,,hiring;expanded service area,State Business Registry,"Cascade Fabrication is a packaging business based in Boise, ID, operating in the manufacturing space since 1991."
308,Apex Industrial,Manufacturing,Metal Fabrication,Salt Lake City,UT,https://www.apexindustrial.com,(951) 641-6814,info@apexindustrial.com,28,4310000,1978,https://www.linkedin.com/company/apexindustrial,new location opened,Industry Directory,"Apex Industrial is a metal fabrication business based in Salt Lake City, UT, operating in the manufacturing space since 1978."
309,Cascade Auto Group,Automotive Services,Auto Repair,Cincinnati,OH,https://www.cascadeautogroup.com,(188) 503-3744,info@cascadeautogroup.com,232,55380000,1977,https://www.linkedin.com/company/cascadeautogroup,,LinkedIn Company Search,"Cascade Auto Group is a auto repair business based in Cincinnati, OH, operating in the automotive services space since 1977."
310,Timber Fabrication,Manufacturing,Metal Fabrication,Omaha,NE,,(370) 941-4103,,82,20090000,2022,https://www.linkedin.com/company/timberfabrication,new location opened,State Business Registry,"Timber Fabrication is a metal fabrication business based in Omaha, NE, operating in the manufacturing space since 2022."
311,Granite Works,Manufacturing,Precision Machining,Salt Lake City,UT,,(344) 477-2706,,38,4350000,1980,,new location opened;recent leadership change,LinkedIn Company Search,"Granite Works is a precision machining business based in Salt Lake City, UT, operating in the manufacturing space since 1980."
312,Riverside Auto Group,Automotive Services,Auto Repair,Nashville,TN,https://www.riversideautogroup.com,(132) 576-4395,info@riversideautogroup.com,52,13630000,2009,https://www.linkedin.com/company/riversideautogroup,,State Business Registry,"Riverside Auto Group is a auto repair business based in Nashville, TN, operating in the automotive services space since 2009."
313,Granite Distribution,Logistics & Distribution,Freight Brokerage,Cincinnati,OH,https://www.granitedistribution.com,(839) 902-4970,info@granitedistribution.com,163,15660000,1977,,new location opened;hiring;press mention,Google Maps,"Granite Distribution is a freight brokerage business based in Cincinnati, OH, operating in the logistics & distribution space since 1977."
314,Lakeside IT Group,IT Services & MSP,Software Support,Nashville,TN,https://www.lakesideitgroup.com,(453) 130-1881,info@lakesideitgroup.com,148,36150000,2017,https://www.linkedin.com/company/lakesideitgroup,website redesign;hiring,State Business Registry,"Lakeside IT Group is a software support business based in Nashville, TN, operating in the it services & msp space since 2017."
315,Bluepeak Distribution,Logistics & Distribution,Wholesale Distribution,Kansas City,MO,https://www.bluepeakdistribution.com,(895) 656-2247,info@bluepeakdistribution.com,31,8130000,2021,https://www.linkedin.com/company/bluepeakdistribution,press mention,Industry Directory,"Bluepeak Distribution is a wholesale distribution business based in Kansas City, MO, operating in the logistics & distribution space since 2021."
316,Northgate Motorworks,Automotive Services,Auto Parts Distribution,Portland,OR,https://www.northgatemotorworks.com,(439) 940-9214,info@northgatemotorworks.com,84,21450000,1998,https://www.linkedin.com/company/northgatemotorworks,,Google Maps,"Northgate Motorworks is a auto parts distribution business based in Portland, OR, operating in the automotive services space since 1998."
317,Cedarbrook Contracting,Construction,Specialty Trades,Cincinnati,OH,https://www.cedarbrookcontracting.com,(943) 833-9392,info@cedarbrookcontracting.com,160,36420000,1987,,,State Business Registry,"Cedarbrook Contracting is a specialty trades business based in Cincinnati, OH, operating in the construction space since 1987."
318,Union Development,Construction,General Contracting,Sacramento,CA,https://www.uniondevelopment.com,(982) 218-8089,info@uniondevelopment.com,195,18020000,1999,https://www.linkedin.com/company/uniondevelopment,website redesign,Google Maps,"Union Development is a general contracting business based in Sacramento, CA, operating in the construction space since 1999."
319,Union Industrial,Manufacturing,Packaging,Columbus,OH,https://www.unionindustrial.com,(323) 724-3871,info@unionindustrial.com,78,16960000,1994,https://www.linkedin.com/company/unionindustrial,,LinkedIn Company Search,"Union Industrial is a packaging business based in Columbus, OH, operating in the manufacturing space since 1994."
320,Granite Systems,IT Services & MSP,Cloud Consulting,Boise,ID,https://www.granitesystems.com,(945) 346-4762,info@granitesystems.com,136,35720000,2014,https://www.linkedin.com/company/granitesystems,,Google Maps,"Granite Systems is a cloud consulting business based in Boise, ID, operating in the it services & msp space since 2014."
